American Gangster, 2007, 2 Nov 2007, English, 157, Steven Zaillian  Mark Jacobson (article), Ridley Scott, 7.8, R, tt0765429, 297574, Biography  Crime  Drama, Nominated for 2 Oscars. Another 12 wins & 31 nominations.
Atonement, 2007, 11 Jan 2008, English, 123, Ian McEwan (novel)  Christopher Hampton (screenplay), Joe Wright, 7.8, R, tt0783233, 172988, Drama  Mystery  Romance, Won 1 Oscar. Another 52 wins & 128 nominations.
Harry Potter and the Order of the Phoenix, 2007, 11 Jul 2007, English, 138, Michael Goldenberg (screenplay)  J.K. Rowling (novel), David Yates, 7.4, PG-13, tt0373889, 304495, Adventure  Family  Fantasy, Nominated for 2 BAFTA Film Awards. Another 15 wins & 34 nominations.
Pirates of the Caribbean: At World's End, 2007, 25 May 2007, English, 169, Ted Elliott  Terry Rossio  Ted Elliott (characters)  Terry Rossio (characters)  Stuart Beattie (characters)  Jay Wolpert (characters), Gore Verbinski, 7.1, PG-13, tt0449088, 406951, Action  Adventure  Fantasy, Nominated for 2 Oscars. Another 20 wins & 36 nominations.
Enchanted, 2007, 21 Nov 2007, English, 107, Bill Kelly, Kevin Lima, 7.2, PG, tt0461770, 126537, Comedy  Family  Fantasy, Nominated for 3 Oscars. Another 13 wins & 40 nominations.
Juno, 2007, 25 Dec 2007, English, 96, Diablo Cody, Jason Reitman, 7.6, PG-13, tt0467406, 369464, Comedy  Drama  Romance, Won 1 Oscar. Another 97 wins & 63 nominations.
Knocked Up, 2007, 1 Jun 2007, English, 129, Judd Apatow, Judd Apatow, 7.1, R, tt0478311, 272027, Comedy  Drama  Romance, 6 wins & 20 nominations.
Good Luck Chuck, 2007, 21 Sep 2007, English, 96, Josh Stolberg (screenplay)  Steve Glenn (short story), Mark Helfrich, 5.6, R, tt0452625, 69637, Comedy  Drama  Romance, 1 win & 3 nominations.
Sweeney Todd: The Demon Barber of Fleet Street, 2007, 21 Dec 2007, English, 116, John Logan (screenplay)  Hugh Wheeler (musical)  Christopher Bond (musical adaptation), Tim Burton, 7.5, R, tt0408236, 251669, Drama  Horror  Musical, Won 1 Oscar. Another 33 wins & 55 nominations.
The Game Plan, 2007, 28 Sep 2007, English, 110, Nichole Millard (screenplay)  Kathryn Price (screenplay)  Nichole Millard (story)  Kathryn Price (story)  Audrey Wells (story), Andy Fickman, 6.2, PG, tt0492956, 38171, Comedy  Family  Sport, 3 nominations.
Shrek the Third, 2007, 18 May 2007, English, 93, William Steig (book)  Andrew Adamson (story)  Jeffrey Price (screenplay)  Peter S. Seaman (screenplay)  Chris Miller (screenplay)  Aron Warner (screenplay)  Jeff Snow (story), Chris Miller  Raman Hui, 6.1, PG, tt0413267, 180578, Animation  Adventure  Comedy, Nominated for 1 BAFTA Film Award. Another 5 wins & 13 nominations.
Sunshine, 2007, 5 Apr 2007, English, 107, Alex Garland, Danny Boyle, 7.3, R, tt0448134, 168726, Adventure  Sci-Fi  Thriller, 1 win & 12 nominations.
Ratatouille, 2007, 29 Jun 2007, English, 111, Brad Bird (screenwriter)  Jan Pinkava (original story by)  Jim Capobianco (original story)  Brad Bird (original story)  Emily Cook (additional story material)  Kathy Greenberg (additional story material)  Bob Peterson (additional story material), Brad Bird  Jan Pinkava, 8.0, G, tt0382932, 400231, Animation  Comedy  Family, Won 1 Oscar. Another 64 wins & 37 nominations.
Death Proof, 2007, 31 May 2007, English, 113, Quentin Tarantino, Quentin Tarantino, 7.1, R, tt1028528, 185004, Action  Thriller, 1 win & 5 nominations.
The Bourne Ultimatum, 2007, 3 Aug 2007, English, 115, Tony Gilroy (screenplay)  Scott Z. Burns (screenplay)  George Nolfi (screenplay)  Tony Gilroy (screen story)  Robert Ludlum (novel), Paul Greengrass, 8.1, PG-13, tt0440963, 416054, Action  Thriller, Won 3 Oscars. Another 24 wins & 34 nominations.
Hitman, 2007, 21 Nov 2007, English, 100, Skip Woods, Xavier Gens, 6.3, R, tt0465494, 123453, Action  Crime  Drama, 2 wins.
Stardust, 2007, 10 Aug 2007, English, 127, Jane Goldman (screenplay)  Matthew Vaughn (screenplay)  Neil Gaiman (novel), Matthew Vaughn, 7.7, PG-13, tt0486655, 193841, Adventure  Family  Fantasy, 4 wins & 5 nominations.
Last Stand of the 300, 2007, N/A, English, 91, Alexander Emmert  Matt Koed  David Padrusch, David Padrusch, 7.8, N/A, tt0892737, 698, Documentary, N/A
Hot Fuzz, 2007, 20 Apr 2007, English, 121, Edgar Wright  Simon Pegg, Edgar Wright, 7.9, R, tt0425112, 307441, Comedy, 2 wins & 5 nominations.
No Country for Old Men, 2007, 21 Nov 2007, English, 122, Joel Coen (screenplay)  Ethan Coen (screenplay)  Cormac McCarthy (novel), Ethan Coen  Joel Coen, 8.1, R, tt0477348, 521308, Crime  Drama  Thriller, Won 4 Oscars. Another 161 wins & 92 nominations.
Into the Wild, 2007, 19 Oct 2007, English, 148, Sean Penn (screenplay)  Jon Krakauer (book), Sean Penn, 8.2, R, tt0758758, 356883, Adventure  Biography  Drama, Nominated for 2 Oscars. Another 26 wins & 84 nominations.
Transformers, 2007, 3 Jul 2007, English, 144, Roberto Orci (screenplay)  Alex Kurtzman (screenplay)  John Rogers (story)  Roberto Orci (story)  Alex Kurtzman (story), Michael Bay, 7.2, PG-13, tt0418279, 459860, Action  Adventure  Sci-Fi, Nominated for 3 Oscars. Another 15 wins & 35 nominations.
Fantastic Four: Rise of the Silver Surfer, 2007, 15 Jun 2007, English, N/A, Flint Dille  John Zuur Platten, N/A, 5.7, N/A, tt1027810, 515, Action, N/A
Spider-Man 3, 2007, 4 May 2007, English, 139, Sam Raimi (screenplay)  Ivan Raimi (screenplay)  Alvin Sargent (screenplay)  Sam Raimi (screen story)  Ivan Raimi (screen story)  Stan Lee (Marvel comic book)  Steve Ditko (Marvel comic book), Sam Raimi, 6.2, PG-13, tt0413300, 318942, Action  Adventure, Nominated for 1 BAFTA Film Award. Another 1 win & 29 nominations.
Hairspray, 2007, 20 Jul 2007, English, 117, Leslie Dixon (screenplay)  John Waters  Mark O'Donnell (musical play)  Thomas Meehan (musical play), Adam Shankman, 6.8, PG, tt0427327, 88581, Comedy  Musical  Romance, Nominated for 3 Golden Globes. Another 18 wins & 32 nominations.
Zodiac, 2007, 2 Mar 2007, English, 157, James Vanderbilt (screenplay)  Robert Graysmith (book), David Fincher, 7.7, R, tt0443706, 251357, Crime  Drama  Mystery, 5 wins & 46 nominations.
There Will Be Blood, 2007, 25 Jan 2008, English, 158, Paul Thomas Anderson (screenplay)  Upton Sinclair (novel), Paul Thomas Anderson, 8.1, R, tt0469494, 320052, Drama, Won 2 Oscars. Another 114 wins & 94 nominations.
Superbad, 2007, 17 Aug 2007, English, 113, Seth Rogen  Evan Goldberg, Greg Mottola, 7.6, R, tt0829482, 379463, Comedy, 9 wins & 20 nominations.
1408, 2007, 22 Jun 2007, English, 104, Matt Greenberg (screenplay)  Scott Alexander (screenplay)  Larry Karaszewski (screenplay)  Stephen King (short story), Mikael Håfström, 6.8, PG-13, tt0450385, 189335, Horror  Mystery, 4 wins & 6 nominations.
I Am Legend, 2007, 14 Dec 2007, English, 101, Mark Protosevich (screenplay)  Akiva Goldsman (screenplay)  Richard Matheson (novel)  John William Corrington  Joyce Hooper Corrington, Francis Lawrence, 7.2, PG-13, tt0480249, 454371, Drama  Sci-Fi  Thriller, 9 wins & 20 nominations.
American Gangster, 2007, 2 Nov 2007, English, 157, Steven Zaillian  Mark Jacobson (article), Ridley Scott, 7.8, R, tt0765429, 297574, Biography  Crime  Drama, Nominated for 2 Oscars. Another 12 wins & 31 nominations.
Atonement, 2007, 11 Jan 2008, English, 123, Ian McEwan (novel)  Christopher Hampton (screenplay), Joe Wright, 7.8, R, tt0783233, 172988, Drama  Mystery  Romance, Won 1 Oscar. Another 52 wins & 128 nominations.
Harry Potter and the Order of the Phoenix, 2007, 11 Jul 2007, English, 138, Michael Goldenberg (screenplay)  J.K. Rowling (novel), David Yates, 7.4, PG-13, tt0373889, 304495, Adventure  Family  Fantasy, Nominated for 2 BAFTA Film Awards. Another 15 wins & 34 nominations.
Pirates of the Caribbean: At World's End, 2007, 25 May 2007, English, 169, Ted Elliott  Terry Rossio  Ted Elliott (characters)  Terry Rossio (characters)  Stuart Beattie (characters)  Jay Wolpert (characters), Gore Verbinski, 7.1, PG-13, tt0449088, 406951, Action  Adventure  Fantasy, Nominated for 2 Oscars. Another 20 wins & 36 nominations.
Enchanted, 2007, 21 Nov 2007, English, 107, Bill Kelly, Kevin Lima, 7.2, PG, tt0461770, 126537, Comedy  Family  Fantasy, Nominated for 3 Oscars. Another 13 wins & 40 nominations.
Juno, 2007, 25 Dec 2007, English, 96, Diablo Cody, Jason Reitman, 7.6, PG-13, tt0467406, 369464, Comedy  Drama  Romance, Won 1 Oscar. Another 97 wins & 63 nominations.
Knocked Up, 2007, 1 Jun 2007, English, 129, Judd Apatow, Judd Apatow, 7.1, R, tt0478311, 272027, Comedy  Drama  Romance, 6 wins & 20 nominations.
Good Luck Chuck, 2007, 21 Sep 2007, English, 96, Josh Stolberg (screenplay)  Steve Glenn (short story), Mark Helfrich, 5.6, R, tt0452625, 69637, Comedy  Drama  Romance, 1 win & 3 nominations.
Sweeney Todd: The Demon Barber of Fleet Street, 2007, 21 Dec 2007, English, 116, John Logan (screenplay)  Hugh Wheeler (musical)  Christopher Bond (musical adaptation), Tim Burton, 7.5, R, tt0408236, 251669, Drama  Horror  Musical, Won 1 Oscar. Another 33 wins & 55 nominations.
The Game Plan, 2007, 28 Sep 2007, English, 110, Nichole Millard (screenplay)  Kathryn Price (screenplay)  Nichole Millard (story)  Kathryn Price (story)  Audrey Wells (story), Andy Fickman, 6.2, PG, tt0492956, 38171, Comedy  Family  Sport, 3 nominations.
Shrek the Third, 2007, 18 May 2007, English, 93, William Steig (book)  Andrew Adamson (story)  Jeffrey Price (screenplay)  Peter S. Seaman (screenplay)  Chris Miller (screenplay)  Aron Warner (screenplay)  Jeff Snow (story), Chris Miller  Raman Hui, 6.1, PG, tt0413267, 180578, Animation  Adventure  Comedy, Nominated for 1 BAFTA Film Award. Another 5 wins & 13 nominations.
Sunshine, 2007, 5 Apr 2007, English, 107, Alex Garland, Danny Boyle, 7.3, R, tt0448134, 168726, Adventure  Sci-Fi  Thriller, 1 win & 12 nominations.
Ratatouille, 2007, 29 Jun 2007, English, 111, Brad Bird (screenwriter)  Jan Pinkava (original story by)  Jim Capobianco (original story)  Brad Bird (original story)  Emily Cook (additional story material)  Kathy Greenberg (additional story material)  Bob Peterson (additional story material), Brad Bird  Jan Pinkava, 8.0, G, tt0382932, 400231, Animation  Comedy  Family, Won 1 Oscar. Another 64 wins & 37 nominations.
Death Proof, 2007, 31 May 2007, English, 113, Quentin Tarantino, Quentin Tarantino, 7.1, R, tt1028528, 185004, Action  Thriller, 1 win & 5 nominations.
The Bourne Ultimatum, 2007, 3 Aug 2007, English, 115, Tony Gilroy (screenplay)  Scott Z. Burns (screenplay)  George Nolfi (screenplay)  Tony Gilroy (screen story)  Robert Ludlum (novel), Paul Greengrass, 8.1, PG-13, tt0440963, 416054, Action  Thriller, Won 3 Oscars. Another 24 wins & 34 nominations.
Hitman, 2007, 21 Nov 2007, English, 100, Skip Woods, Xavier Gens, 6.3, R, tt0465494, 123453, Action  Crime  Drama, 2 wins.
Shooter, 2007, 23 Mar 2007, English, 124, Jonathan Lemkin (screenplay)  Stephen Hunter (novel), Antoine Fuqua, 7.2, R, tt0822854, 228353, Action  Crime  Drama, 1 nomination.
Ghost Rider, 2007, 16 Feb 2007, English, 114, Mark Steven Johnson (screenplay)  Mark Steven Johnson (screen story), Mark Steven Johnson, 5.2, PG-13, tt0259324, 162204, Action  Fantasy  Horror, 6 nominations.
Wild Hogs, 2007, 2 Mar 2007, English, 100, Brad Copeland, Walt Becker, 5.9, PG-13, tt0486946, 92643, Action  Adventure  Comedy, 3 nominations.
The Nanny Diaries, 2007, 24 Aug 2007, English, 105, Emma McLaughlin (novel)  Nicola Kraus (novel)  Shari Springer Berman (screenplay)  Robert Pulcini (screenplay), Shari Springer Berman  Robert Pulcini, 6.1, PG-13, tt0489237, 43765, Comedy  Drama  Romance, 2 nominations.
P.S. I Love You, 2007, 21 Dec 2007, English, 126, Richard LaGravenese (screenplay)  Steven Rogers (screenplay)  Cecelia Ahern (novel), Richard LaGravenese, 7.0, PG-13, tt0431308, 147109, Drama  Romance, 2 wins & 4 nominations.
Bridge to Terabithia, 2007, 16 Feb 2007, English, 96, Jeff Stockwell (screenplay)  David Paterson (screenplay)  Katherine Paterson (book), Gabor Csupo, 7.2, PG, tt0398808, 97618, Adventure  Drama  Family, 6 wins & 5 nominations.
28 Weeks Later, 2007, 11 May 2007, English, 100, Rowan Joffe (screenplay)  Juan Carlos Fresnadillo (screenplay)  Enrique López Lavigne (screenplay)  Jesús Olmo (screenplay), Juan Carlos Fresnadillo, 7.0, R, tt0463854, 190499, Horror  Sci-Fi, 2 wins & 9 nominations.
Gone Baby Gone, 2007, 19 Oct 2007, English, 114, Ben Affleck (screenplay)  Aaron Stockard (screenplay)  Dennis Lehane (novel), Ben Affleck, 7.7, R, tt0452623, 170953, Crime  Drama  Mystery, Nominated for 1 Oscar. Another 34 wins & 19 nominations.
National Treasure: Book of Secrets, 2007, 21 Dec 2007, English, 124, Marianne Wibberley (screenplay)  Cormac Wibberley (screenplay)  Gregory Poirier (story)  Marianne Wibberley (story)  Cormac Wibberley (story)  Ted Elliott (story)  Terry Rossio (story)  Jim Kouf (characters)  Oren Aviv (characters)  Charles Segars (characters), Jon Turteltaub, 6.5, PG, tt0465234, 162382, Action  Adventure  Mystery, 5 nominations.
Beowulf, 2007, 16 Nov 2007, English, 115, Neil Gaiman (screenplay)  Roger Avary (screenplay)  Anonymous (epic poem "Beowulf"), Robert Zemeckis, 6.3, PG-13, tt0442933, 133036, Animation  Action  Adventure, 2 wins & 15 nominations.
Smokin' Aces: The Big Gun, 2007, 17 Apr 2007, English, 12, N/A, N/A, 6.8, N/A, tt1148297, 46, Short, N/A
Mr. Brooks, 2007, 1 Jun 2007, English, 120, Bruce A. Evans  Raynold Gideon, Bruce A. Evans, 7.4, R, tt0780571, 114355, Crime  Drama  Mystery, 2 nominations.
Live Free or Die Hard, 2007, 27 Jun 2007, English, 128, Mark Bomback (screenplay)  Mark Bomback (story)  David Marconi (story)  John Carlin (article)  Roderick Thorp (certain original characters), Len Wiseman, 7.2, PG-13, tt0337978, 308866, Action  Adventure  Thriller, 3 wins & 15 nominations.
Grindhouse, 2007, 6 Apr 2007, English, 191, Robert Rodriguez  Rob Zombie  Edgar Wright  Jeff Rendell  Eli Roth  Quentin Tarantino  Rob Cotterill (story)  Jason Eisener (story)  John Davies (fake trailer segment "Hobo with a Shotgun"), Robert Rodriguez  Eli Roth  Quentin Tarantino  Edgar Wright  Rob Zombie, 7.7, R, tt0462322, 142701, Action  Horror  Thriller, 3 wins & 9 nominations.
Across the Universe, 2007, 12 Oct 2007, English, 133, Dick Clement (screenplay)  Ian La Frenais (screenplay)  Julie Taymor (story)  Dick Clement (story)  Ian La Frenais (story), Julie Taymor, 7.5, PG-13, tt0445922, 85836, Drama  Fantasy  Musical, Nominated for 1 Oscar. Another 2 wins & 15 nominations.
Pathfinder, 2007, 13 Apr 2007, English, 99, Laeta Kalogridis (screenplay)  Nils Gaup, Marcus Nispel, 5.4, R, tt0446013, 34763, Action  Adventure  Drama, 1 nomination.
Ocean's Thirteen, 2007, 8 Jun 2007, English, 122, Brian Koppelman  David Levien  George Clayton Johnson (characters)  Jack Golden Russell (characters), Steven Soderbergh, 6.9, PG-13, tt0496806, 225382, Crime  Thriller, 1 win & 5 nominations.
The Golden Compass, 2007, 7 Dec 2007, English, 113, Chris Weitz (screenplay)  Philip Pullman (novel), Chris Weitz, 6.1, PG-13, tt0385752, 136896, Adventure  Family  Fantasy, Won 1 Oscar. Another 4 wins & 31 nominations.
A Cautionary Tale: The Making of 'Alpha Dog', 2007, 1 May 2007, English, N/A, N/A, N/A, N/A, N/A, tt1334219, N/A, Short, N/A
The Orphanage, 2007, 11 Jan 2008, Spanish, 105, Sergio G. Sánchez (screenplay), J.A. Bayona, 7.5, R, tt0464141, 109799, Drama  Mystery  Thriller, 34 wins & 37 nominations.
Halloween, 2007, 31 Aug 2007, English, 109, Rob Zombie (screenplay)  John Carpenter  Debra Hill, Rob Zombie, 6.1, R, tt0373883, 80622, Horror, 1 win & 2 nominations.
Hot Rod, 2007, 3 Aug 2007, English, 88, Pam Brady, Akiva Schaffer, 6.7, PG-13, tt0787475, 53814, Comedy, 1 win & 1 nomination.
The Kingdom, 2007, 28 Sep 2007, English, 110, Matthew Michael Carnahan, Peter Berg, 7.1, R, tt0431197, 95207, Action  Drama  Thriller, 5 nominations.
Norbit, 2007, 9 Feb 2007, English, 102, Eddie Murphy (screenplay)  Charlie Murphy (screenplay)  Jay Scherick (screenplay)  David Ronn (screenplay)  Eddie Murphy (story)  Charlie Murphy (story), Brian Robbins, 3.9, PG-13, tt0477051, 46827, Comedy  Drama  Romance, Nominated for 1 Oscar. Another 8 wins & 7 nominations.
3:10 to Yuma, 2007, 7 Sep 2007, English, 122, Halsted Welles (screenplay)  Michael Brandt (screenplay)  Derek Haas (screenplay)  Elmore Leonard (short story), James Mangold, 7.8, R, tt0381849, 215435, Adventure  Crime  Drama, Nominated for 2 Oscars. Another 7 wins & 22 nominations.
The Darjeeling Limited, 2007, 26 Oct 2007, English, 91, Wes Anderson  Roman Coppola  Jason Schwartzman, Wes Anderson, 7.2, R, tt0838221, 120968, Adventure  Comedy  Drama, 3 wins & 3 nominations.
August Rush, 2007, 21 Nov 2007, English, 114, Nick Castle (screenplay)  James V. Hart (screenplay)  Paul Castro (story)  Nick Castle (story), Kirsten Sheridan, 7.6, PG, tt0426931, 80042, Drama  Music, Nominated for 1 Oscar. Another 4 wins & 10 nominations.
30 Days of Night, 2007, 19 Oct 2007, English, 113, Steve Niles (screenplay)  Stuart Beattie (screenplay)  Brian Nelson (screenplay)  Steve Niles (comic)  Ben Templesmith (comic), David Slade, 6.6, R, tt0389722, 126860, Horror  Thriller, 11 nominations.
Disturbia, 2007, 13 Apr 2007, English, 105, Christopher Landon (screenplay)  Carl Ellsworth (screenplay)  Christopher Landon (story), D.J. Caruso, 6.9, PG-13, tt0486822, 172894, Drama  Mystery  Thriller, 5 wins & 4 nominations.
Planet Terror, 2007, 21 Jun 2007, English, 105, Robert Rodriguez, Robert Rodriguez, 7.2, NOT RATED, tt1077258, 151755, Action  Horror, 2 nominations.
Eastern Promises, 2007, 21 Sep 2007, English, 100, Steven Knight (screenplay), David Cronenberg, 7.7, R, tt0765443, 175729, Crime  Thriller, Nominated for 1 Oscar. Another 31 wins & 61 nominations.
Freedom Writers, 2007, 5 Jan 2007, English, 123, Richard LaGravenese (screenplay)  Freedom Writers (book)  Erin Gruwell (book), Richard LaGravenese, 7.5, PG-13, tt0463998, 46636, Biography  Crime  Drama, 2 wins & 1 nomination.
Michael Clayton, 2007, 12 Oct 2007, English, 119, Tony Gilroy, Tony Gilroy, 7.3, R, tt0465538, 123533, Crime  Drama  Mystery, Won 1 Oscar. Another 30 wins & 91 nominations.
Blades of Glory, 2007, 30 Mar 2007, English, 93, Jeff Cox (screenplay)  Craig Cox (screenplay)  John Altschuler (screenplay)  Dave Krinsky (screenplay)  Craig Cox (story)  Jeff Cox (story)  Busy Philipps (story), Josh Gordon  Will Speck, 6.3, PG-13, tt0445934, 115527, Comedy  Sport, 3 wins & 10 nominations.
The Assassination of Jesse James by the Coward Robert Ford, 2007, 30 Nov 2007, English, 160, Andrew Dominik (screenplay)  Ron Hansen (novel), Andrew Dominik, 7.6, R, tt0443680, 124818, Biography  Crime  Drama, Nominated for 2 Oscars. Another 33 wins & 47 nominations.
Fracture, 2007, 20 Apr 2007, English, 113, Daniel Pyne (screenplay)  Glenn Gers (screenplay)  Daniel Pyne (story), Gregory Hoblit, 7.2, R, tt0488120, 126266, Crime  Drama  Mystery, 1 win & 2 nominations.
The Number 23, 2007, 23 Feb 2007, English, 101, Fernley Phillips, Joel Schumacher, 6.4, R, tt0481369, 151547, Drama  Mystery  Thriller, 5 nominations.
Dead Silence, 2007, 16 Mar 2007, English, 89, Leigh Whannell (screenplay)  James Wan (story)  Leigh Whannell (story), James Wan, 6.2, R, tt0455760, 57414, Horror  Mystery  Thriller, N/A
Lars and the Real Girl, 2007, 25 Oct 2007, English, 106, Nancy Oliver, Craig Gillespie, 7.4, PG-13, tt0805564, 106103, Comedy  Drama, Nominated for 1 Oscar. Another 9 wins & 28 nominations.
Resident Evil: Extinction, 2007, 21 Sep 2007, English, 94, Paul W.S. Anderson, Russell Mulcahy, 6.3, R, tt0432021, 135930, Action  Horror  Sci-Fi, 2 wins & 1 nomination.
The Bucket List, 2007, 11 Jan 2008, English, 97, Justin Zackham, Rob Reiner, 7.4, PG-13, tt0825232, 164836, Adventure  Comedy  Drama, 1 win & 3 nominations.
Once Upon a Time in Norway, 2007, 18 Oct 2007, Norwegian, 60, N/A, Pål Aasdal  Martin Ledang, 7.2, N/A, tt1346294, 231, Documentary  Crime  Music, N/A
Dan in Real Life, 2007, 26 Oct 2007, English, 98, Pierce Gardner  Peter Hedges, Peter Hedges, 6.8, PG-13, tt0480242, 81585, Comedy  Drama  Romance, 3 nominations.
The Heartbreak Kid, 2007, 5 Oct 2007, English, 116, Scot Armstrong (screenplay)  Leslie Dixon (screenplay)  Bobby Farrelly (screenplay)  Peter Farrelly (screenplay)  Kevin Barnett (screenplay)  Bruce Jay Friedman (short story "A Change of Plan")  Neil Simon, Bobby Farrelly  Peter Farrelly, 5.8, R, tt0408839, 65744, Comedy  Romance, 1 win.
Epic Movie, 2007, 26 Jan 2007, English, 86, Jason Friedberg  Aaron Seltzer, Jason Friedberg  Aaron Seltzer, 2.3, PG-13, tt0799949, 83162, Adventure  Comedy, 3 nominations.
The Simpsons Movie, 2007, 27 Jul 2007, English, 87, James L. Brooks (screenplay)  Matt Groening (screenplay)  Al Jean (screenplay)  Ian Maxtone-Graham (screenplay)  George Meyer (screenplay)  David Mirkin (screenplay)  Mike Reiss (screenplay)  Mike Scully (screenplay)  Matt Selman (screenplay)  John Swartzwelder (screenplay)  Jon Vitti (screenplay)  Joel H. Cohen (consultant writer)  John Frink (consultant writer)  Tim Long (consultant writer)  Michael Price (consultant writer), David Silverman, 7.4, PG-13, tt0462538, 232315, Animation  Adventure  Comedy, Nominated for 1 Golden Globe. Another 7 wins & 26 nominations.
I'm Not There., 2007, 28 Nov 2007, English, 135, Todd Haynes (screenplay)  Oren Moverman (screenplay)  Todd Haynes (story), Todd Haynes, 7.0, R, tt0368794, 44872, Biography  Drama  Music, Nominated for 1 Oscar. Another 39 wins & 28 nominations.
Bratz, 2007, 3 Aug 2007, English, 110, Susan Estelle Jansen (screenplay)  Adam De La Peña (story)  David Eilenberg (story), Sean McNamara, 2.7, PG, tt0804452, 13683, Comedy  Family  Music, 5 nominations.
Mr. Bean's Holiday, 2007, 24 Aug 2007, English, 90, Rowan Atkinson (character)  Richard Curtis (character)  Simon McBurney (story)  Hamish McColl (screenplay)  Robin Driscoll (screenplay), Steve Bendelack, 6.3, PG, tt0453451, 76984, Comedy  Family, 2 nominations.
Music and Lyrics, 2007, 14 Feb 2007, English, 96, Marc Lawrence, Marc Lawrence, 6.5, PG-13, tt0758766, 72464, Comedy  Music  Romance, 6 nominations.
The Invasion, 2007, 17 Aug 2007, English, 99, David Kajganich (screenplay)  Jack Finney (novel), Oliver Hirschbiegel  James McTeigue, 5.9, PG-13, tt0427392, 61363, Sci-Fi  Thriller, 1 nomination.
The Making of 'This Is England', 2007, 5 Sep 2007, English, 7, N/A, N/A, 6.9, TV-PG, tt1084715, 12, Documentary  Short, N/A
Charlie Wilson's War, 2007, 21 Dec 2007, English, 102, Aaron Sorkin (screenplay)  George Crile (book), Mike Nichols, 7.1, R, tt0472062, 82520, Biography  Comedy  Drama, Nominated for 1 Oscar. Another 7 wins & 18 nominations.
