The Day After Tomorrow, 2004, 28 May 2004, English, 124, Roland Emmerich (story)  Roland Emmerich (screenplay)  Jeffrey Nachmanoff (screenplay), Roland Emmerich, 6.4, PG-13, tt0319262, 293197, Action  Adventure  Sci-Fi, Won 1 BAFTA Film Award. Another 5 wins & 9 nominations.
White Chicks, 2004, 23 Jun 2004, English, 109, Keenen Ivory Wayans (screenplay)  Shawn Wayans (screenplay)  Marlon Wayans (screenplay)  Andrew McElfresh (screenplay)  Michael Anthony Snowden (screenplay)  Xavier Cook (screenplay)  Keenen Ivory Wayans (story)  Shawn Wayans (story)  Marlon Wayans (story), Keenen Ivory Wayans, 5.4, PG-13, tt0381707, 86206, Crime  Comedy, 2 wins & 8 nominations.
Saw, 2004, 29 Oct 2004, English, 103, Leigh Whannell  James Wan (story)  Leigh Whannell (story), James Wan, 7.7, R, tt0387564, 262758, Horror  Mystery, 6 wins & 8 nominations.
Million Dollar Baby, 2004, 28 Jan 2005, English, 132, Paul Haggis (screenplay)  F.X. Toole (stories), Clint Eastwood, 8.1, PG-13, tt0405159, 408246, Drama  Sport, Won 4 Oscars. Another 77 wins & 46 nominations.
Van Helsing, 2004, 7 May 2004, English, 131, Stephen Sommers, Stephen Sommers, 6.0, PG-13, tt0338526, 169591, Action  Adventure  Fantasy, 3 wins & 13 nominations.
50 First Dates, 2004, 13 Feb 2004, English, 99, George Wing, Peter Segal, 6.8, PG-13, tt0343660, 235924, Comedy  Romance, 6 wins & 9 nominations.
I  Robot, 2004, 16 Jul 2004, English, 115, Jeff Vintar (screenplay)  Akiva Goldsman (screenplay)  Jeff Vintar (screen story)  Isaac Asimov (suggested by book), Alex Proyas, 7.1, PG-13, tt0343818, 329262, Action  Mystery  Sci-Fi, Nominated for 1 Oscar. Another 1 win & 11 nominations.
Lemony Snicket's A Series of Unfortunate Events, 2004, 17 Dec 2004, English, 108, Robert Gordon (screenplay)  Daniel Handler (books), Brad Silberling, 6.8, PG, tt0339291, 141461, Adventure  Comedy  Family, Won 1 Oscar. Another 10 wins & 24 nominations.
The Dreamers, 2004, 17 Nov 2004, English, 19, Dana Levy, Dana Levy, N/A, N/A, tt1429125, N/A, Short  War, N/A
Shaun of the Dead, 2004, 24 Sep 2004, English, 99, Simon Pegg  Edgar Wright, Edgar Wright, 8.0, R, tt0365748, 348803, Comedy  Horror, 12 wins & 16 nominations.
Napoleon Dynamite, 2004, 27 Aug 2004, English, 96, Jared Hess  Jerusha Hess, Jared Hess, 6.9, PG, tt0374900, 145224, Comedy, 10 wins & 18 nominations.
Kill Bill: Vol. 2, 2004, 16 Apr 2004, English, 137, Quentin Tarantino  Quentin Tarantino (character The Bride)  Uma Thurman (character The Bride), Quentin Tarantino, 8.0, R, tt0378194, 442371, Action  Crime  Thriller, Nominated for 2 Golden Globes. Another 17 wins & 48 nominations.
A Cinderella Story, 2004, 16 Jul 2004, English, 95, Leigh Dunlap, Mark Rosman, 5.8, PG, tt0356470, 53862, Comedy  Family  Romance, 6 wins & 8 nominations.
The Aviator, 2004, 25 Dec 2004, English, 170, John Logan, Martin Scorsese, 7.5, PG-13, tt0338751, 230247, Biography  Drama, Won 5 Oscars. Another 78 wins & 90 nominations.
The Butterfly Effect, 2004, 23 Jan 2004, English, 113, J. Mackye Gruber  Eric Bress, Eric Bress  J. Mackye Gruber, 7.7, R, tt0289879, 313464, Sci-Fi  Thriller, 1 win & 4 nominations.
Dawn of the Dead, 2004, 19 Mar 2004, English, 101, George A. Romero  James Gunn (screenplay), Zack Snyder, 7.4, R, tt0363547, 174883, Action  Horror  Sci-Fi, 5 wins & 10 nominations.
King Arthur, 2004, 7 Jul 2004, English, 126, David Franzoni, Antoine Fuqua, 6.3, R, tt0349683, 123001, Action  Adventure  Drama, 4 wins & 8 nominations.
Hellboy, 2004, 2 Apr 2004, English, 122, Guillermo del Toro (screenplay)  Guillermo del Toro (screen story)  Peter Briggs (screen story)  Mike Mignola (comic books), Guillermo del Toro, 6.8, PG-13, tt0167190, 219663, Action  Fantasy  Sci-Fi, 8 wins & 12 nominations.
Mean Girls, 2004, 30 Apr 2004, English, 97, Rosalind Wiseman (book)  Tina Fey (screenplay), Mark Waters, 7.0, PG-13, tt0377092, 204051, Comedy, 7 wins & 19 nominations.
The Notebook, 2004, 25 Jun 2004, English, 123, Jeremy Leven (screenplay)  Jan Sardi (adaptation)  Nicholas Sparks (novel), Nick Cassavetes, 7.9, PG-13, tt0332280, 344586, Drama  Romance, 11 wins & 7 nominations.
Troy, 2004, 14 May 2004, English, 163, Homer (poem)  David Benioff (screenplay), Wolfgang Petersen, 7.2, R, tt0332452, 331069, Adventure, Nominated for 1 Oscar. Another 3 wins & 17 nominations.
The Punisher, 2004, 16 Apr 2004, English, 124, Jonathan Hensleigh  Michael France, Jonathan Hensleigh, 6.5, R, tt0330793, 111339, Action  Crime  Drama, 1 win & 5 nominations.
The Incredibles, 2004, 5 Nov 2004, English, 115, Brad Bird, Brad Bird, 8.0, PG, tt0317705, 404585, Animation  Action  Adventure, Won 2 Oscars. Another 59 wins & 47 nominations.
National Treasure, 2004, 19 Nov 2004, English, 131, Jim Kouf (screenplay)  Cormac Wibberley (screenplay)  Marianne Wibberley (screenplay)  Jim Kouf (story)  Oren Aviv (story)  Charles Segars (story), Jon Turteltaub, 6.9, PG, tt0368891, 229612, Action  Adventure  Mystery, 1 win & 8 nominations.
Eternal Sunshine of the Spotless Mind, 2004, 19 Mar 2004, English, 108, Charlie Kaufman (story)  Michel Gondry (story)  Pierre Bismuth (story)  Charlie Kaufman (screenplay), Michel Gondry, 8.4, R, tt0338013, 567723, Drama  Romance  Sci-Fi, Won 1 Oscar. Another 70 wins & 65 nominations.
Harry Potter and the Prisoner of Azkaban, 2004, 4 Jun 2004, English, 142, J.K. Rowling (novel)  Steve Kloves (screenplay), Alfonso Cuarón, 7.8, PG, tt0304141, 326731, Adventure  Family  Fantasy, Nominated for 2 Oscars. Another 14 wins & 39 nominations.
Spider-Man 2, 2004, 30 Jun 2004, English, 127, Stan Lee (comic book)  Steve Ditko (comic book)  Alfred Gough (screen story)  Miles Millar (screen story)  Michael Chabon (screen story)  Alvin Sargent (screenplay), Sam Raimi, 7.3, PG-13, tt0316654, 343206, Action  Adventure, Won 1 Oscar. Another 19 wins & 44 nominations.
The Machinist, 2004, 3 Dec 2004, English, 101, Scott Kosar, Brad Anderson, 7.7, R, tt0361862, 248649, Drama  Thriller, 10 wins & 10 nominations.
The Girl Next Door, 2004, 9 Apr 2004, English, 108, David Wagner (story)  Brent Goldberg (story)  Stuart Blumberg (screenplay)  David Wagner (screenplay)  Brent Goldberg (screenplay), Luke Greenfield, 6.8, R, tt0265208, 156378, Comedy  Drama  Romance, 4 nominations.
The Day After Tomorrow, 2004, 28 May 2004, English, 124, Roland Emmerich (story)  Roland Emmerich (screenplay)  Jeffrey Nachmanoff (screenplay), Roland Emmerich, 6.4, PG-13, tt0319262, 293197, Action  Adventure  Sci-Fi, Won 1 BAFTA Film Award. Another 5 wins & 9 nominations.
White Chicks, 2004, 23 Jun 2004, English, 109, Keenen Ivory Wayans (screenplay)  Shawn Wayans (screenplay)  Marlon Wayans (screenplay)  Andrew McElfresh (screenplay)  Michael Anthony Snowden (screenplay)  Xavier Cook (screenplay)  Keenen Ivory Wayans (story)  Shawn Wayans (story)  Marlon Wayans (story), Keenen Ivory Wayans, 5.4, PG-13, tt0381707, 86206, Crime  Comedy, 2 wins & 8 nominations.
Saw, 2004, 29 Oct 2004, English, 103, Leigh Whannell  James Wan (story)  Leigh Whannell (story), James Wan, 7.7, R, tt0387564, 262758, Horror  Mystery, 6 wins & 8 nominations.
Million Dollar Baby, 2004, 28 Jan 2005, English, 132, Paul Haggis (screenplay)  F.X. Toole (stories), Clint Eastwood, 8.1, PG-13, tt0405159, 408246, Drama  Sport, Won 4 Oscars. Another 77 wins & 46 nominations.
Van Helsing, 2004, 7 May 2004, English, 131, Stephen Sommers, Stephen Sommers, 6.0, PG-13, tt0338526, 169591, Action  Adventure  Fantasy, 3 wins & 13 nominations.
50 First Dates, 2004, 13 Feb 2004, English, 99, George Wing, Peter Segal, 6.8, PG-13, tt0343660, 235924, Comedy  Romance, 6 wins & 9 nominations.
I  Robot, 2004, 16 Jul 2004, English, 115, Jeff Vintar (screenplay)  Akiva Goldsman (screenplay)  Jeff Vintar (screen story)  Isaac Asimov (suggested by book), Alex Proyas, 7.1, PG-13, tt0343818, 329262, Action  Mystery  Sci-Fi, Nominated for 1 Oscar. Another 1 win & 11 nominations.
Lemony Snicket's A Series of Unfortunate Events, 2004, 17 Dec 2004, English, 108, Robert Gordon (screenplay)  Daniel Handler (books), Brad Silberling, 6.8, PG, tt0339291, 141461, Adventure  Comedy  Family, Won 1 Oscar. Another 10 wins & 24 nominations.
The Dreamers, 2004, 17 Nov 2004, English, 19, Dana Levy, Dana Levy, N/A, N/A, tt1429125, N/A, Short  War, N/A
Shaun of the Dead, 2004, 24 Sep 2004, English, 99, Simon Pegg  Edgar Wright, Edgar Wright, 8.0, R, tt0365748, 348803, Comedy  Horror, 12 wins & 16 nominations.
Napoleon Dynamite, 2004, 27 Aug 2004, English, 96, Jared Hess  Jerusha Hess, Jared Hess, 6.9, PG, tt0374900, 145224, Comedy, 10 wins & 18 nominations.
Kill Bill: Vol. 2, 2004, 16 Apr 2004, English, 137, Quentin Tarantino  Quentin Tarantino (character The Bride)  Uma Thurman (character The Bride), Quentin Tarantino, 8.0, R, tt0378194, 442371, Action  Crime  Thriller, Nominated for 2 Golden Globes. Another 17 wins & 48 nominations.
A Cinderella Story, 2004, 16 Jul 2004, English, 95, Leigh Dunlap, Mark Rosman, 5.8, PG, tt0356470, 53862, Comedy  Family  Romance, 6 wins & 8 nominations.
The Aviator, 2004, 25 Dec 2004, English, 170, John Logan, Martin Scorsese, 7.5, PG-13, tt0338751, 230247, Biography  Drama, Won 5 Oscars. Another 78 wins & 90 nominations.
The Butterfly Effect, 2004, 23 Jan 2004, English, 113, J. Mackye Gruber  Eric Bress, Eric Bress  J. Mackye Gruber, 7.7, R, tt0289879, 313464, Sci-Fi  Thriller, 1 win & 4 nominations.
Dawn of the Dead, 2004, 19 Mar 2004, English, 101, George A. Romero  James Gunn (screenplay), Zack Snyder, 7.4, R, tt0363547, 174883, Action  Horror  Sci-Fi, 5 wins & 10 nominations.
King Arthur, 2004, 7 Jul 2004, English, 126, David Franzoni, Antoine Fuqua, 6.3, R, tt0349683, 123001, Action  Adventure  Drama, 4 wins & 8 nominations.
Hellboy, 2004, 2 Apr 2004, English, 122, Guillermo del Toro (screenplay)  Guillermo del Toro (screen story)  Peter Briggs (screen story)  Mike Mignola (comic books), Guillermo del Toro, 6.8, PG-13, tt0167190, 219663, Action  Fantasy  Sci-Fi, 8 wins & 12 nominations.
The Village, 2004, 30 Jul 2004, English, 108, M. Night Shyamalan, M. Night Shyamalan, 6.5, PG-13, tt0368447, 174722, Drama  Mystery  Thriller, Nominated for 1 Oscar. Another 4 wins & 12 nominations.
EuroTrip, 2004, 20 Feb 2004, English, 93, Alec Berg  David Mandel  Jeff Schaffer, Jeff Schaffer  Alec Berg  David Mandel, 6.6, R, tt0356150, 145970, Adventure  Comedy, 2 nominations.
The Passion of the Christ, 2004, 25 Feb 2004, Aramaic, 127, Benedict Fitzgerald (screenplay)  Mel Gibson (screenplay), Mel Gibson, 7.1, R, tt0335345, 166554, Drama, Nominated for 3 Oscars. Another 23 wins & 17 nominations.
Alexander, 2004, 24 Nov 2004, English, 175, Oliver Stone  Christopher Kyle  Laeta Kalogridis, Oliver Stone, 5.5, R, tt0346491, 127989, Action  Adventure  Biography, 2 wins & 10 nominations.
13 Going on 30, 2004, 23 Apr 2004, English, 98, Josh Goldsmith  Cathy Yuspa, Gary Winick, 6.1, PG-13, tt0337563, 103027, Comedy  Fantasy  Romance, 11 nominations.
Dodgeball: A True Underdog Story, 2004, 18 Jun 2004, English, 92, Rawson Marshall Thurber, Rawson Marshall Thurber, 6.7, PG-13, tt0364725, 161433, Comedy  Sport, 2 wins & 5 nominations.
Collateral, 2004, 6 Aug 2004, English, 120, Stuart Beattie, Michael Mann, 7.6, R, tt0369339, 265786, Crime  Drama  Thriller, Nominated for 2 Oscars. Another 23 wins & 46 nominations.
The Grudge, 2004, 22 Oct 2004, English, 92, Stephen Susco (screenplay)  Takashi Shimizu (film "Ju-On: The Grudge"), Takashi Shimizu, 5.9, PG-13, tt0391198, 101357, Horror  Mystery  Thriller, 3 wins & 8 nominations.
Shrek 2, 2004, 19 May 2004, English, 93, William Steig (book)  Andrew Adamson (story)  Andrew Adamson (screenplay)  Joe Stillman (screenplay)  J. David Stem (screenplay)  David N. Weiss (screenplay)  Cody Cameron (additional dialogue)  Walt Dohrn (additional dialogue)  Chris Miller (additional dialogue)  David P. Smith (additional dialogue)  Conrad Vernon (additional dialogue)  Jeff Snow (story), Andrew Adamson  Kelly Asbury  Conrad Vernon, 7.2, PG, tt0298148, 269000, Animation  Adventure  Comedy, Nominated for 2 Oscars. Another 17 wins & 40 nominations.
Anchorman: The Legend of Ron Burgundy, 2004, 9 Jul 2004, English, 94, Will Ferrell  Adam McKay, Adam McKay, 7.3, PG-13, tt0357413, 234812, Comedy, 1 win & 9 nominations.
Closer, 2004, 10 Dec 2004, English, 104, Patrick Marber (play)  Patrick Marber (screenplay), Mike Nichols, 7.3, R, tt0376541, 155873, Drama  Romance, Nominated for 2 Oscars. Another 21 wins & 30 nominations.
Man on Fire, 2004, 23 Apr 2004, English, 146, A.J. Quinnell (novel)  Brian Helgeland (screenplay), Tony Scott, 7.8, R, tt0328107, 238716, Action  Drama  Thriller, 1 win & 6 nominations.
The Life Aquatic with Steve Zissou, 2004, 25 Dec 2004, English, 119, Wes Anderson  Noah Baumbach, Wes Anderson, 7.3, R, tt0362270, 123707, Adventure  Comedy  Drama, 4 wins & 9 nominations.
The Perfect Score, 2004, 30 Jan 2004, English, 93, Marc Hyman (story)  Jon Zack (story)  Mark Schwahn (screenplay)  Marc Hyman (screenplay)  Jon Zack (screenplay), Brian Robbins, 5.7, PG-13, tt0314498, 17977, Comedy  Crime, 1 nomination.
The Bourne Supremacy, 2004, 23 Jul 2004, English, 108, Robert Ludlum (novel)  Tony Gilroy (screenplay), Paul Greengrass, 7.8, PG-13, tt0372183, 296686, Action  Thriller, 5 wins & 20 nominations.
Hotel Rwanda, 2004, 4 Feb 2005, English, 121, Keir Pearson  Terry George, Terry George, 8.2, PG-13, tt0395169, 229539, Drama  History  War, Nominated for 3 Oscars. Another 18 wins & 38 nominations.
The Terminal, 2004, 18 Jun 2004, English, 128, Andrew Niccol (story)  Sacha Gervasi (story)  Sacha Gervasi (screenplay)  Jeff Nathanson (screenplay), Steven Spielberg, 7.3, PG-13, tt0362227, 262752, Comedy  Drama, 5 wins & 2 nominations.
Finding Neverland, 2004, 17 Dec 2004, English, 106, Allan Knee (play)  David Magee (screenplay), Marc Forster, 7.8, PG, tt0308644, 162535, Biography  Drama  Family, Won 1 Oscar. Another 23 wins & 68 nominations.
Friday Night Lights, 2004, 8 Oct 2004, English, 118, Buzz Bissinger (book)  David Aaron Cohen (screenplay)  Peter Berg (screenplay), Peter Berg, 7.3, PG-13, tt0390022, 41538, Action  Drama  Sport, 2 wins & 5 nominations.
Walking Tall, 2004, 2 Apr 2004, English, 86, Mort Briskin (earlier screenplay)  David Klass (screenplay)  Channing Gibson (screenplay)  David Levien (screenplay)  Brian Koppelman (screenplay), Kevin Bray, 6.2, PG-13, tt0351977, 46866, Action  Crime, 2 nominations.
Catwoman, 2004, 23 Jul 2004, English, 104, Bob Kane (characters)  Theresa Rebeck (story)  John D. Brancato (story)  Michael Ferris (story)  John D. Brancato (screenplay)  Michael Ferris (screenplay)  John Rogers (screenplay), Pitof, 3.3, PG-13, tt0327554, 78510, Action  Crime, 6 wins & 6 nominations.
The Chronicles of Riddick, 2004, 11 Jun 2004, English, 119, Jim Wheat (characters)  Ken Wheat (characters)  David Twohy, David Twohy, 6.7, PG-13, tt0296572, 168818, Action  Adventure  Sci-Fi, 3 nominations.
Primer, 2004, 27 May 2005, English, 77, Shane Carruth, Shane Carruth, 7.0, PG-13, tt0390384, 58609, Drama  Thriller  Sci-Fi, 2 wins & 7 nominations.
Scooby Doo 2: Monsters Unleashed, 2004, 11 Mar 2004, English, N/A, N/A, Douglas Carrigan, 6.0, N/A, tt0419121, 128, Action, 1 nomination.
Resident Evil: Apocalypse, 2004, 10 Sep 2004, English, 94, Paul W.S. Anderson, Alexander Witt, 6.2, R, tt0318627, 136774, Action  Horror  Sci-Fi, 2 wins & 3 nominations.
Harold & Kumar Go to White Castle, 2004, 30 Jul 2004, English, 88, Jon Hurwitz  Hayden Schlossberg, Danny Leiner, 7.2, R, tt0366551, 142813, Adventure  Comedy, 3 nominations.
Ocean's Twelve, 2004, 10 Dec 2004, English, 125, George Nolfi  George Clayton Johnson (characters)  Jack Golden Russell (characters), Steven Soderbergh, 6.4, PG-13, tt0349903, 248807, Crime  Thriller, 2 wins & 8 nominations.
Before Sunset, 2004, 17 Jun 2004, English, 80, Richard Linklater (screenplay)  Julie Delpy (screenplay)  Ethan Hawke (screenplay)  Richard Linklater (story)  Kim Krizan (story)  Richard Linklater (characters)  Kim Krizan (characters), Richard Linklater, 8.1, R, tt0381681, 141681, Drama  Romance, Nominated for 1 Oscar. Another 14 wins & 16 nominations.
Sideways, 2004, 21 Jan 2005, English, 126, Rex Pickett (novel)  Alexander Payne (screenplay)  Jim Taylor (screenplay), Alexander Payne, 7.6, R, tt0375063, 137500, Comedy  Drama  Romance, Won 1 Oscar. Another 132 wins & 55 nominations.
Ella Enchanted, 2004, 9 Apr 2004, English, 96, Laurie Craig (screenplay)  Karen McCullah (screenplay)  Kirsten Smith (screenplay)  Jennifer Heath (screenplay)  Michele J. Wolff (screenplay)  Gail Carson Levine (based on the book by), Tommy O'Haver, 6.3, PG, tt0327679, 40538, Comedy  Family  Fantasy, 1 nomination.
Team America: World Police, 2004, 15 Oct 2004, English, 98, Trey Parker  Matt Stone  Pam Brady, Trey Parker, 7.2, R, tt0372588, 124331, Animation  Action  Comedy, 1 win & 8 nominations.
Blade: Trinity, 2004, 8 Dec 2004, English, 113, David S. Goyer  Marv Wolfman (character)  Gene Colan (character), David S. Goyer, 5.9, R, tt0359013, 116378, Action  Adventure  Fantasy, 1 nomination.
Garden State, 2004, 20 Aug 2004, English, 102, Zach Braff, Zach Braff, 7.6, R, tt0333766, 178202, Comedy  Drama  Romance, 12 wins & 28 nominations.
Miracle, 2004, 6 Feb 2004, English, 135, Eric Guggenheim, Gavin O'Connor, 7.5, PG, tt0349825, 32732, Drama  History  Sport, 1 win & 2 nominations.
Sleepover, 2004, 9 Jul 2004, English, 89, Elisa Bell, Joe Nussbaum, 5.2, PG, tt0368975, 11445, Comedy, 1 win & 3 nominations.
New York Minute, 2004, 7 May 2004, English, 91, Emily Fox (story)  Emily Fox (screenplay)  Adam Cooper (screenplay)  Bill Collage (screenplay), Dennie Gordon, 4.8, PG, tt0363282, 16150, Comedy, 4 nominations.
Saved!, 2004, 16 Sep 2004, English, 92, Brian Dannelly  Michael Urban, Brian Dannelly, 6.9, PG-13, tt0332375, 38625, Comedy  Drama, 1 win & 6 nominations.
Meet the Fockers, 2004, 22 Dec 2004, English, 115, Greg Glienna (characters)  Mary Ruth Clarke (characters)  Jim Herzfeld (story)  Marc Hyman (story)  Jim Herzfeld (screenplay)  John Hamburg (screenplay), Jay Roach, 6.3, PG-13, tt0290002, 190445, Comedy  Romance, 2 wins & 6 nominations.
Taxi, 2004, 6 Oct 2004, English, 97, Luc Besson (earlier screenplay)  Robert Ben Garant (screenplay)  Thomas Lennon (screenplay)  Jim Kouf (screenplay), Tim Story, 4.4, PG-13, tt0316732, 29666, Action  Comedy  Crime, 2 wins & 6 nominations.
Bridget Jones: The Edge of Reason, 2004, 19 Nov 2004, English, 108, Helen Fielding (novel)  Andrew Davies (screenplay)  Helen Fielding (screenplay)  Richard Curtis (screenplay)  Adam Brooks (screenplay), Beeban Kidron, 5.9, R, tt0317198, 62556, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 6 nominations.
Ray, 2004, 29 Oct 2004, English, 152, Taylor Hackford (story)  James L. White (story)  James L. White (screenplay), Taylor Hackford, 7.8, PG-13, tt0350258, 97162, Biography  Drama  Music, Won 2 Oscars. Another 52 wins & 43 nominations.
The Princess Diaries 2: Royal Engagement, 2004, 11 Aug 2004, English, 113, Meg Cabot (characters)  Gina Wendkos (story)  Shonda Rhimes (story)  Shonda Rhimes (screenplay), Garry Marshall, 5.6, G, tt0368933, 43940, Comedy  Drama  Family, 1 win & 2 nominations.
The SpongeBob SquarePants Movie, 2004, 19 Nov 2004, English, 87, Stephen Hillenburg (television series SpongeBob SquarePants)  Stephen Hillenburg (story)  Derek Drymon  Tim Hill  Stephen Hillenburg  Kent Osborne  Aaron Springer  Paul Tibbitt, Stephen Hillenburg  Mark Osborne, 7.0, PG, tt0345950, 50058, Animation  Adventure  Comedy, 1 win & 9 nominations.
Cellular, 2004, 10 Sep 2004, English, 94, Larry Cohen (story)  Chris Morgan (screenplay), David R. Ellis, 6.5, PG-13, tt0337921, 73501, Crime  Thriller, 2 nominations.
Secret Window, 2004, 12 Mar 2004, English, 96, Stephen King (novel)  David Koepp (screenplay), David Koepp, 6.6, PG-13, tt0363988, 131492, Mystery  Thriller, 3 nominations.
Starsky & Hutch, 2004, 5 Mar 2004, English, 101, William Blinn (characters)  Stevie Long (story)  John O'Brien (story)  John O'Brien (screenplay)  Todd Phillips (screenplay)  Scot Armstrong (screenplay), Todd Phillips, 6.1, PG-13, tt0335438, 111805, Comedy  Crime, 3 wins & 9 nominations.
Mean Creek, 2004, 29 Sep 2004, English, 90, Jacob Aaron Estes, Jacob Aaron Estes, 7.3, R, tt0377091, 24406, Crime  Drama, 4 wins & 4 nominations.
Shark Tale, 2004, 1 Oct 2004, English, 90, Michael J. Wilson (screenplay)  Rob Letterman (screenplay)  Scott Aukerman (additional dialogue)  Alec Berg (additional dialogue)  Sean Bishop (additional dialogue)  BJ Porter (additional dialogue)  Jeff Schaffer (additional dialogue)  Lona Williams (additional dialogue)  David P. Smith (additional dialogue)  David Soren (additional dialogue), Bibo Bergeron  Vicky Jenson  Rob Letterman, 6.0, PG, tt0307453, 116814, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 3 wins & 14 nominations.
The Prince and Me, 2004, 2 Apr 2004, English, 111, Mark Amin (story)  Katherine Fugate (story)  Jack Amiel (screenplay)  Michael Begler (screenplay)  Katherine Fugate (screenplay), Martha Coolidge, 5.9, PG, tt0337697, 28211, Comedy  Romance, 1 nomination.
Spanglish, 2004, 17 Dec 2004, English, 131, James L. Brooks, James L. Brooks, 6.5, PG-13, tt0371246, 60445, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 5 wins & 9 nominations.
The Manchurian Candidate, 2004, 30 Jul 2004, English, 129, Richard Condon (novel)  George Axelrod  Daniel Pyne (screenplay)  Dean Georgaris (screenplay), Jonathan Demme, 6.6, R, tt0368008, 80379, Drama  Mystery  Sci-Fi, Nominated for 1 Golden Globe. Another 1 win & 8 nominations.
Soul Plane, 2004, 28 May 2004, English, 86, Bo Zenga  Chuck Wilson, Jessy Terrero, 4.3, R, tt0367085, 16472, Comedy, 1 nomination.
Without a Paddle, 2004, 20 Aug 2004, English, 95, Fred Wolf (story)  Harris Goldberg (story)  Tom Nursall (story)  Jay Leggett (screenplay)  Mitch Rouse (screenplay), Steven Brill, 5.9, PG-13, tt0364751, 34740, Adventure  Comedy  Mystery, N/A
Vanity Fair, 2004, 1 Sep 2004, English, 141, Matthew Faulk (screenplay)  Mark Skeet (screenplay)  Julian Fellowes (screenplay)  William Makepeace Thackeray (novel), Mira Nair, 6.2, PG-13, tt0241025, 16312, Drama, 2 wins & 4 nominations.
Starship Troopers 2: Hero of the Federation, 2004, 4 May 2004, English, 88, Edward Neumeier, Phil Tippett, 3.5, R, tt0367093, 17009, Action  Adventure  Horror, 1 win & 1 nomination.
Raising Helen, 2004, 28 May 2004, English, 119, Patrick J. Clifton (story)  Beth Rigazio (story)  Jack Amiel (screenplay)  Michael Begler (screenplay), Garry Marshall, 6.0, PG-13, tt0350028, 28493, Comedy  Drama  Romance, 1 nomination.
Wimbledon, 2004, 17 Sep 2004, English, 98, Adam Brooks  Jennifer Flackett  Mark Levin, Richard Loncraine, 6.3, PG-13, tt0360201, 47756, Comedy  Romance  Sport, 1 nomination.
Infernal affairs 1: Origines d'une saga, 2004, N/A, Cantonese, 15, N/A, Frédéric Ambroisine, 8.6, N/A, tt0454847, 39, Documentary  Short, N/A
Wicker Park, 2004, 3 Sep 2004, English, 114, Gilles Mimouni (film L'Appartement)  Brandon Boyce (screenplay), Paul McGuigan, 7.0, PG-13, tt0324554, 41749, Drama  Mystery  Romance, 1 nomination.
